"Input";"Wdth";"hight";"Timestamp";"Number";"Date";"Key"
Kamera 2; videowdth 320; videohight 240; 1508923363.62; Nummer 158; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923363.65; Nummer 159; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923363.69; Nummer 160; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923363.72; Nummer 161; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923363.75; Nummer 162; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923363.79; Nummer 163; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923363.82; Nummer 164; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923363.85; Nummer 165; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923363.88; Nummer 166; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923363.92; Nummer 167; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923363.95; Nummer 168; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923363.99; Nummer 169; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.02; Nummer 170; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.05; Nummer 171; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.09; Nummer 172; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.12; Nummer 173; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.15; Nummer 174; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.19; Nummer 175; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.22; Nummer 176; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.26; Nummer 177; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.29; Nummer 178; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.32; Nummer 179; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.36; Nummer 180; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.39; Nummer 181; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.42; Nummer 182; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.46; Nummer 183; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.49; Nummer 184; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.53; Nummer 185; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.56; Nummer 186; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.59; Nummer 187; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.63; Nummer 188; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.66; Nummer 189; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.69; Nummer 190; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.73; Nummer 191; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.76; Nummer 192; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.79; Nummer 193; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.83; Nummer 194; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.86; Nummer 195; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.89; Nummer 196; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.94; Nummer 197; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.96; Nummer 198; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923364.99; Nummer 199; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.03; Nummer 200; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.06; Nummer 201; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.09; Nummer 202; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.13; Nummer 203; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.16; Nummer 204; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.2; Nummer 205; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.23; Nummer 206; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.26; Nummer 207; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.3; Nummer 208; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.33; Nummer 209; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.36; Nummer 210; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.4; Nummer 211; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.43; Nummer 212; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.47; Nummer 213; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.5; Nummer 214; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.53; Nummer 215; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.57; Nummer 216; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.6; Nummer 217; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.63; Nummer 218; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.66; Nummer 219; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.7; Nummer 220; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.73; Nummer 221; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.77; Nummer 222; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.8; Nummer 223; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.83; Nummer 224; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.87; Nummer 225; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.9; Nummer 226; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.93; Nummer 227; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923365.97; Nummer 228; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.0; Nummer 229; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.03; Nummer 230; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.07; Nummer 231; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.1; Nummer 232; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.14; Nummer 233; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.17; Nummer 234; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.2; Nummer 235; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.24; Nummer 236; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.27; Nummer 237; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.3; Nummer 238; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.34; Nummer 239; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.37; Nummer 240; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.41; Nummer 241; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.44; Nummer 242; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.47; Nummer 243; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.51; Nummer 244; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.54; Nummer 245; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.57; Nummer 246; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.61; Nummer 247; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.65; Nummer 248; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.67; Nummer 249; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.71; Nummer 250; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.74; Nummer 251; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.77; Nummer 252; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.81; Nummer 253; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.84; Nummer 254; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.87; Nummer 255; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.91; Nummer 256; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.94; Nummer 257; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923366.97; Nummer 258; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.01; Nummer 259; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.04; Nummer 260; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.08; Nummer 261; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.11; Nummer 262; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.14; Nummer 263; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.18; Nummer 264; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.21; Nummer 265; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.25; Nummer 266; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.28; Nummer 267; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.31; Nummer 268; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.35; Nummer 269; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.38; Nummer 270; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.41; Nummer 271; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.44; Nummer 272; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.48; Nummer 273; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.51; Nummer 274; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.54; Nummer 275; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.58; Nummer 276; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.61; Nummer 277; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.65; Nummer 278; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.68; Nummer 279; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.71; Nummer 280; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.75; Nummer 281; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.78; Nummer 282; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.81; Nummer 283; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.85; Nummer 284; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.88; Nummer 285; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.91; Nummer 286; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.95; Nummer 287; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923367.98; Nummer 288; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.02; Nummer 289; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.05; Nummer 290; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.08; Nummer 291; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.12; Nummer 292; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.15; Nummer 293; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.18; Nummer 294; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.22; Nummer 295; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.25; Nummer 296; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.28; Nummer 297; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.32; Nummer 298; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.35; Nummer 299; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.39; Nummer 300; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.42; Nummer 301; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.45; Nummer 302; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.49; Nummer 303; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.52; Nummer 304; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.55; Nummer 305; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.59; Nummer 306; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.62; Nummer 307; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.65; Nummer 308; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.69; Nummer 309; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.72; Nummer 310; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.75; Nummer 311; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.79; Nummer 312; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.82; Nummer 313; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.85; Nummer 314; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.89; Nummer 315; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.92; Nummer 316; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.96; Nummer 317; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923368.99; Nummer 318; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.02; Nummer 319; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.06; Nummer 320; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.09; Nummer 321; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.13; Nummer 322; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.16; Nummer 323; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.19; Nummer 324; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.23; Nummer 325; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.26; Nummer 326; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.29; Nummer 327; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.33; Nummer 328; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.36; Nummer 329; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.39; Nummer 330; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.42; Nummer 331; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.46; Nummer 332; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.49; Nummer 333; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.53; Nummer 334; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.56; Nummer 335; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.59; Nummer 336; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.63; Nummer 337; ;objekt
Kamera 2; videowdth 320; videohight 240; 1508923369.66; Nummer 338; ;objekt
